RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO;URL
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Cuchufli Barquillo;Individual.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Paula Galletas;Caja de galletas 250 gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Paula Alfajor Chocolate;5 Unidades de alfajor chocolate.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Espejitos;Galleta cubierta de chocolate con relleno de mermelada.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Mantequilla Colun Sin Sal;Mantequilla colun 250 gr sin sal.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Salchichas Premium;5 Unidades salchichas prémium, receta del abuelo 250 gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Coca-Cola Light 1.5 L;Bebida;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Coca-Cola Light 591 ml;Bebida;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Coca-Cola Sin Azúcar 1.5 L;Bebida;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Benedictino Sin Gas 500 ml;Agua;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Coca-Cola Original 350 ml;Bebida;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Fanta Naranja Sin Azúcar 1.5 L;Bebida;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Fanta Naranja Sin Azúcar 591 ml;Bebida;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Sprite Zero 1.5 L;Bebida;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Benedictino Con Gas 1.5 L;Agua;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Benedictino Sin Gas 1.5 L;Agua;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Benedictino Con Gas 500 ml;Agua;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;RedBull Blue 250 ml;Energética;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Jugos Afe 1Litro;Sabores : cereza, pera, membrillo, manzana verde, manzana roja.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Lasaña Familiar Bolognesa;750 Gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Lasaña Familiar Tomate Albahaca;Familiar 750 gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Lasaña Familiar Espinaca;Familiar 750 gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Lasaña Familiar Mechada;Familiar 750 gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Chupe Mariscos Familiar;750 Gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Pan Paula Chicureo;Avenida del Valle 2700, Santiago, Colina, Chile;Lasaña Familiar Salmon;750 Gr.;https://www.rappi.cl/restaurantes/900083169-pan-paula-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Combo Boston 1;Papas fritas con 1 hot dog y 1 bebida a elegir.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Combo Boston 2;Papas fritas con 1 appetizer, 1 hot dog y 1 bebida a elegir.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Combo Boston 3;Papas fritas con 2 hot dog y 1 bebida a elegir.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Mozzarella Sticks;8 Bastones rellenos de mozzarella.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Nachos con Cheddar;Porción de nachos con salsa de queso cheddar.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Fries Emoji;Porción individual de papas fritas.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Onion Ring;8 Onion Ring.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Chicken Pops;12 Unidades de pollo trozado apanado.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog New York;Pan de hot dog con salchicha, cebolla caramelizada, salsa de queso cheddar y tocino.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog las Vegas;Pan de hot dog con salchicha, salsa de queso cheddar, lechuga, tomate, cebolla crispy y salsa ranch.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog Philadelphia;Pan de hot dog con salchicha, tomate, chucrut y yellow mustard.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog Miami;Pan de hot dog con salchicha, salsa de queso cheddar, mix pimientos y salsa alioli.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog Washington;Pan de hot dog con salchicha, tomate, lechuga, pepinillos y yellow mustard.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog los Ángeles;Pan de hot dog con salchicha, tomate, cebollin, salsa ranch y cilantro.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog Chilenazo;Pan de hot dog con longaniza artesanal, tomate, salsa verde, ají verde y salsa alioli.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog Dallas;Pan de hot dog con salchicha, cebolla caramelizada, pepinillo, tocino y salsa smokey bbq.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog Charleston;Pan de hot dog con salchicha, cebolla caramelizada, salsa de queso azul, tocino y papas crispy.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Hot Dog Michigan;Pan de hot dog con salchicha, cebolla caramelizada, salsa de queso cheddar, pepinillo y salsa buffalo.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Chicken II;Pan frica con alitas, salsa de queso azul, pimientos asados al ajillo y papas fritas.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Chicken I;Pan frica con fried chicken, pepinillos, coleslaw, salsa alioli y papas fritas.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Chicken III;Pan frica con fried chicken, salsa de queso cheddar, lechuga, tomate, cebolla morada, pepinillo, salsa ranch y papas fritas.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Chicken IV;Pan frica con fried chicken, salsa de queso cheddar, aros de cebollas apanados, salsa alioli y papas fritas.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Pepsi Original 350 ml;Bebida;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Pepsi Zero 350 ml;Bebida;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Pepsi Light 350 ml;Gaseosas.;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Crush Orange 350 ml;Bebida;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;7up Original 350 ml;Bebida;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Vital Sin Gas 350 ml;Aguas;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Vital Con Gas 350 ml;Aguas;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Holy Dog Chicureo;P.º Colina Sur 14600, 9361323 Colina, Región Metropolitana, Chile;Kem Piña 350 ml;Bebida;https://www.rappi.cl/restaurantes/900083184-holy-dog-chicureo
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Chicken Pops:;10 Unidades de chicken pops.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Empanadas de Queso;4 Unidades de empanadas de queso.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Burrito Supreme Guacamole;Combo con Burrito Supreme Guacamole, Taco Supreme Guacamole, Nacho o Papas, Bebida;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Big Bell Box;Burrito supreme, gordita supreme, taco crunchy, nachos o papas, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Taco Toto;Burrito supreme, taco crispy potato soft, papas medianas, stacker, 4 empanadas de queso y bebida 350ml.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Burrito Supreme;Burrito supreme, taco crunchy, nacho o papas queso, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo 2 Chalupas Supreme;2 Chalupas supreme, nachos, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Burrito Big Bell;Burrito big bell, taco crispy potato soft, nacho o papas, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Crunchwrap;Crunchwrap, nachos o papas queso, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Burrito 7 Layer;Burrito 7 layer, nacho o papas queso, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo 3 Tacos Supreme;Combo 3 tacos supreme, nachos o papas, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Taco Cheesy Double Decker;Taco cheesy double decker, burrito cheesy double, nachos o papas, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Burrito Xl;Burrito xl, nacho o papas queso, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo 2 Burritos Chilito;2 burritos chilito, nacho o papas, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo 2 Gorditas Supreme;2 gorditas supreme, nachos o papas, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo para 2: 1 Quesadilla;1 quesadilla, 2 tacos crunchy, nacho o papas supreme, 2 bebidas a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Quesadilla;Quesadilla, nacho o papas supreme, bebida a elección;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Combo Burrito Double Quesarito;Burrito Double Quesarito, Papas Medianas , Bebida 350cc, Taco Crunchy;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Big Bell Box para Dos;2 Burrito Supreme, 2 Bean Burrito, 2 Gorditas Clásicas, 2 Bebidas de 350cc, 1 Papas Supremas Dobles;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Pack Burrito Supreme;2 Burritos Supreme, 2 Tacos Suaves, 2 Nachos con Queso y 2 Bebidas de lata de 350 cc.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Pack Familiar Burrito Supreme;4 Burritos Supreme, 4 Tacos Suaves, 4 Nachos con Queso, 12 Empanadas de queso y una bebida de 1.5 Lts.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Pack Burrito Empanada;2 Burritos Supreme, 2 Tacos Suaves, 2 Nachos con Queso, 8 Empanadas con queso y 2 Bebidas de lata de 350cc a elección.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Pack Burrito Xl;2 Burritos XL, 2 Nachos con queso y pico de gallo y 2 Bebidas de lata de 350cc.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Pack Familiar Burrito Xl;4 Burritos XL, 4 Gorditas Clásicas, 12 empanadas de queso y una bebida de 1.5 Lts.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Pack Familiar Quesadillas;4 Quesadillas, 4 Bean Burritos, 8 Empanadas de queso y una Bebida de 1.5 Lts.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Double Quesarito;Doble tortilla de trigo, doble beef, arroz, sour cream y queso cheddar;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito 5 Layer;Burrito con doble tortilla de harina de trigo, proteína a elección, salsa de queso jalapeño, puré de porotos, sour cream, queso cheddar;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Supreme Guacamole;Tortilla, frijol, guacamole, proteína (chicken, steak, beef),  salsa roja, sour cream, lechuga, queso cheddar, tomate.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito 7 Layer;Tortilla de harina de trigo mas puré de porotos, arroz, guacamole, sour cream, lechuga, mezcla de tres quesos y tomates.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Bean;Tortilla de harina de trigo, puré de porotos, salsa roja, cebolla y queso cheddar.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Big Bell;Tortilla de trigo con beef (carne molida), papas crunchy, salsa de queso jalapeño y sour cream.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Cheesy Double Beef;Tortilla de trigo con doble beef (carne molida), salsa de queso jalapeño y arroz.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Chilito;Tortilla de harina de trigo con beef en salsa chilito, salsa de queso jalapeño y lechuga.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Xl;Burrito con gran tortilla de trigo grillado, proteína a elección, pico de gallo, mezcla de tres quesos, puré de porotos, sour cream, guacamole, arroz.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Papa Suprema;Tortilla de harina de trigo mas beef (carne molida), salsa de queso jalapeño, papas fritas, sour cream y tomates.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Supreme;Burrito de tortilla de harina de trigo con proteína a elección, puré de porotos, salsa roja, cebolla, lechuga, queso cheddar, sour cream, tomate;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Burrito Triple Melt Beef;Tortilla de trigo con beef (carne molida), arroz, mezcla de tres quesos y salsa queso.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Taco Suave Guacamole;Tortilla,  proteína (chicken, steak, beef), sour cream, guamole, lechuga, queso cheddar y tomate.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Cheesy Double Decker;Tortilla de maíz cubierta en queso y puré porotos con proteína a elección mas lechuga y queso cheddar.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Taco Crispy Potato Soft;Tortilla de trigo con papas crunchy, lechuga y queso cheddar.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Taco Crunchy;Tortilla de maíz con proteína a elección, lechuga y queso cheddar.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Double Decker;Tortilla de maíz cubierta en puré de porotos con proteína a elección mas lechuga y queso cheddar.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Taco Suave;Tortilla de harina de trigo con proteína a elección, lechuga y queso cheddar.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Taco Suave Supreme;Tortilla de trigo con proteína a elección, sour cream, lechuga, queso cheddar y tomates.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Taco Supreme;Tortilla de maíz con proteína a elección, sour cream, lechuga, queso cheddar y tomates.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Gordita Supreme Guacamole;Tortilla,  proteína (chicken, steak, beef), sour cream, guamole, lechuga, queso cheddar y tomate;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Crunchwrap Guacamole;Tortilla, salsa queso, proteína (chicken, steak, beef), tortilla crocante, sour cream, guacamole, lechuga y tomate.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Stacker Beef;Tortilla de trigo con beef (carne molida), mezcla de tres quesos y salsa de queso jalapeño.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Quesadilla;Quesadilla de tortilla de trigo con proteína a elección, mezcla de tres quesos.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Chalupa Clásica;Tortilla de harina de trigo frita, con proteína a elección, lechuga, mezcla de tres quesos.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Crunchwrap;Wrap con proteína a elección mas lechuga, salsa de queso jalapeño, sour cream, tomate, tostada de maíz envuelto en gran tortilla de trigo grillada.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Gordita Supreme;Tortilla de harina de trigo, con proteína a elección, sour cream, lechuga, mezcla de tres quesos y tomates.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Chalupa Supreme;Tortilla de harina de trigo frita, con proteína a elección, sour cream, lechuga, mezcla de tres quesos y tomates.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Nacho Simple;Nacho Simple, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Nacho Salsa de Queso;Nacho Salsa de Queso, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Nacho Supreme Simple;Nacho Supreme Simple, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Nacho Supreme Doble;Nacho Supreme Doble, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Papas Crunchy;Papas Crunchy, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Papa Mediana;Papa Mediana, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Papa Grande;Papa Grand, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Papa Salsa Queso;Papa Salsa Queso, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Papas Supreme Simple;Papas Supreme Simple, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Papas Supreme Doble;Papas Supreme Doble, porción;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Bebida de 1.5lt;Elige el sabor de tu bebida.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Taco Bell;Avenida Chicureo 2300, Chicureo, Colina, Chile;Bebida Lata 350 Cc;Elige el sabor de tu bebida.;https://www.rappi.cl/restaurantes/900083539-taco-bell
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo Extra Peppe;1 Pizza familiar con extra pepperoni, acompañado de 1 crazy combo y 1 bebida 1,5 l a elección;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo 4 In 1 Full;Pizza 4n1 familiar + 3 cheese stixs + caesar bread + crazy sauce;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo Bajon;Pizza pepperoni + crazy combo+ cheese caesar bread+ 3 cheese stixs;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo Puffs X3 Pepperoni;12 Pancitos rellenos con pepperoni, queso y salsa de pizza.;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo Puffs X3 3 Quesos;12 Pancitos rellenos con salsa de pizza y nuestra mezcla emblematica de quesos.;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo Lunch;1 Porción de nuestro nuevo 3 cheese sticks pepperoni (12 pancitos) acompañado del clásico crazy combo y 1 bebida de 1,5 l a elección;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo Super Sides;Te gustan los acompañamientos? este combo es para ti: crazy combo, cheese caesar bread, 3 cheese sticks (12 pancitos) y caesar puffs.;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
Little Caesars Pizza;Av. Chamisero 10290, Chicureo, Colina, Chile;Combo Full Veggie;Buscando una alternativa veggie? 1 pizza familiar veggie y 1 pizza margarita, acompañado de un crazy combo, y una bebida de 1,5 l a elección.;https://www.rappi.cl/restaurantes/900083595-little-caesars-pizza
